,day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
340,7,2017,2,19,19/02/2017,47.8,36.9,1005.4,9.5,13.9,17.1,24.1,57,41,0,999.9,0,438
341,7,2013,2,3,03/02/2013,30.7,24.5,1012,8.2,9.8,17.1,22.9,36,25,0.01,999.9,0,445
343,1,2019,2,18,18/02/2019,32.8,30.3,1013.3,6.3,8,17.1,25.1,37.4,24.1,0.17,999.9,0,406
344,3,2020,2,19,19/02/2020,44,34,1018.1,7.7,12.1,17.1,25.1,48,28,0.03,999.9,1,477
345,6,2013,2,16,16/02/2013,39.2,35.8,1012.3,9.2,8.6,17.1,21,44.1,34,0,999.9,1,449
346,7,2017,2,5,05/02/2017,36.1,23.7,1018.7,9.5,11.5,17.1,22,44.1,24.1,0,999.9,0,429
347,3,2014,2,12,12/02/2014,23.7,10,1030.8,10,10.5,17.1,25.1,30,17.6,0,999.9,0,640
348,4,2020,2,20,20/02/2020,31.4,11.5,1028,10,10.9,17.1,24.1,46.9,28,0,999.9,0,448
349,3,2016,2,24,24/02/2016,46.9,43.7,1020,6,12.7,17.1,22.9,53.6,41,0.03,999.9,0,660
350,2,2018,2,13,13/02/2018,31.5,23,1039.1,10,9.7,18.1,22.9,34,28,0.14,999.9,0,613
351,4,2019,2,28,28/02/2019,26,18.6,1020,7.4,8,18.1,22,30.9,17.1,0.04,999.9,0,699
352,6,2017,2,11,11/02/2017,32,24.7,1017.1,8.4,10,18.1,22.9,41,16,0.01,999.9,0,511
353,5,2019,2,1,01/02/2019,17.6,-1.7,1027.8,9.8,10.9,18.1,24.1,21.9,8.1,0,999.9,0,651
354,1,2015,2,23,23/02/2015,29.4,19.6,1020.2,6,8.9,18.1,25.1,41,21,0.25,999.9,1,574
355,4,2018,2,1,01/02/2018,38.3,34.7,1017.2,9.4,11.9,18.1,25.1,44.1,19.9,0,999.9,0,594
356,4,2016,2,18,18/02/2016,36,23.1,1023.3,10,12.5,18.1,25.1,44.1,32,0,999.9,0,592
358,7,2018,2,11,11/02/2018,46.3,46.3,1017.9,1.2,9.7,18.1,26,52,36,0.61,999.9,1,479
360,2,2013,2,12,12/02/2013,41.4,36.6,1006.1,6.5,11.9,18.1,27,45,36,0.36,999.9,1,498
361,5,2018,2,16,16/02/2018,44.8,44.6,1003.8,2.9,8.8,18.1,26,52,37.9,0.14,999.9,1,582
362,5,2016,2,19,19/02/2016,34.7,21.7,1031.3,10,10.7,18.1,24.1,39.9,32,0,999.9,0,532
363,4,2018,2,22,22/02/2018,43.1,38.6,1033.5,8.3,13.8,18.1,22.9,48.9,35.1,0.03,999.9,1,550
364,1,2014,2,24,24/02/2014,37.5,25.8,1008.3,9.7,10.3,18.1,28.9,46.9,30.9,0.09,999.9,0,569
365,2,2018,2,20,20/02/2018,45.6,45.5,1027.6,2.9,12.4,18.1,24.1,48,44.1,0.06,999.9,1,535
366,3,2020,2,12,12/02/2020,40.7,29.4,1015.6,9.9,11.4,18.1,28.9,48.9,37,0.73,999.9,0,438
367,5,2020,2,21,21/02/2020,27.7,13.6,1028.7,9.9,11.6,18.1,25.1,33.1,21.9,0,999.9,1,502
368,2,2019,2,12,12/02/2019,29.4,19.8,1028.5,8.2,11.2,18.1,24.1,35.1,24.1,0,999.9,1,687
369,5,2014,2,21,21/02/2014,42.2,40,1017.2,3.9,10.4,19,26,50,35.1,0.26,999.9,1,545
370,3,2017,2,8,08/02/2017,46.2,43.9,1004.2,2.8,10.1,19,26,50,42.1,0.13,999.9,1,673
371,6,2013,2,2,02/02/2013,27.6,10.4,1020.9,10,12.5,19,26,35.1,21.9,0,999.9,0,534
372,1,2017,2,6,06/02/2017,37.5,21,1014.7,10,14.4,19,28,44.1,30.9,0.02,999.9,0,567
373,3,2018,2,7,07/02/2018,36.4,32.6,1030.4,8.4,9.5,19,33,48.9,19.9,0,999.9,1,653
374,1,2017,2,27,27/02/2017,39.1,25.5,1026.8,10,13.2,19,28,48,30,0,999.9,0,540
375,5,2017,2,17,17/02/2017,31.8,17.3,1004,10,14,19,27,39,26.1,0,999.9,0,680
376,3,2017,2,15,15/02/2017,36.6,32.7,1002.8,7.5,8.7,19,25.1,44.1,21.9,0,999.9,0,603
377,1,2017,2,20,20/02/2017,41.9,29.5,1016.8,10,11.7,19,25.1,59,36,0,999.9,0,428
378,1,2014,2,17,17/02/2014,24.3,8.9,1019.8,9.3,13.1,19,28,32,19,0,999.9,0,491
379,1,2014,2,10,10/02/2014,28.9,18.8,1015.7,9,9,19,26,37,23,0,999.9,0,678
380,3,2015,2,25,25/02/2015,29.9,21.8,1009.4,7.9,12.4,20,27,33.8,23,0.02,999.9,0,628
381,6,2019,2,16,16/02/2019,41.1,32.4,1007.1,7.9,10.6,20,26,48.9,30,0.05,999.9,0,535
382,4,2017,2,16,16/02/2017,36.1,28.8,993.5,9.2,14.4,20,31.1,44.1,21.9,0.63,999.9,1,652
383,4,2017,2,2,02/02/2017,37.7,24.2,1016,10,9.9,20,27,45,30,0,999.9,0,586
384,3,2019,2,27,27/02/2019,21.6,-0.8,1027.6,10,10.9,20,32.1,33.1,17.1,0,999.9,0,529
386,1,2015,2,9,09/02/2015,37.1,34.3,1014.1,6.3,14.9,20,28,37.9,30.9,0.04,999.9,0,547
387,2,2015,2,24,24/02/2015,14.3,0.2,1024.1,10,11.9,20,26,33.1,8.1,0,999.9,0,580
388,1,2013,2,4,04/02/2013,29,16.9,1008.3,8.8,15.5,20,28,30.9,26.6,0,999.9,0,553
389,6,2017,2,4,04/02/2017,28.4,10.8,1021.4,10,14.1,20,25.1,33.1,24.1,0,999.9,0,541
390,6,2016,2,27,27/02/2016,30.7,11.4,1016.4,10,11.6,21,27,42.1,25,0,999.9,0,388
392,7,2017,2,12,12/02/2017,35.6,32.1,1015.8,7.9,15.2,21,29.9,41,23,0.3,999.9,0,439
393,2,2016,2,9,09/02/2016,33.1,27.8,1003.6,8.1,11.5,21,28,42.1,30.9,0.06,999.9,0,571
394,4,2013,2,21,21/02/2013,30.6,14.1,1009.7,10,17.3,21,29.9,36,28,0.03,999.9,0,498
395,7,2016,2,28,28/02/2016,42.8,31.7,1013.4,10,16.6,21,27,48.9,25,0,999.9,0,509
396,1,2013,2,11,11/02/2013,36.4,32,1022.1,7.6,9.8,21,28.9,48,24.1,0,999.9,0,475
397,5,2013,2,22,22/02/2013,35.4,25.4,1022.3,9.8,14.2,21,28.9,39.9,30.9,0,999.9,1,531
398,7,2019,2,3,03/02/2019,35.4,28,1019.9,8.1,10.4,21,31.1,37,28.9,0,999.9,0,492
399,3,2017,2,1,01/02/2017,38.7,31.3,1011.6,9.7,10.5,21,27,45,21.9,0,999.9,0,574
400,4,2016,2,11,11/02/2016,31.5,21.3,1005.7,9.5,11.2,21,31.1,37.9,23,0.01,999.9,0,622
401,1,2016,2,29,29/02/2016,47.8,40.9,1006.4,7.2,17,21,27,54,39.9,0,999.9,0,616
402,4,2019,2,7,07/02/2019,39.1,37.9,1019.5,4.5,11.8,21,26,43,33.1,0.33,999.9,0,588
404,2,2014,2,25,25/02/2014,27,8.7,1014.2,10,15.5,21,31.1,42.1,21.9,0.04,999.9,0,513
405,3,2014,2,19,19/02/2014,35,29.4,1015.6,8.9,12.3,21,31.1,44.6,25,0.11,999.9,0,552
406,4,2016,2,4,04/02/2016,51.6,49.4,1015.2,3.1,13,21,28,54,35.1,0.75,999.9,1,609
407,6,2018,2,24,24/02/2018,42.3,41.5,1020.5,5,11.4,21,27,48.9,35.1,0.09,999.9,1,540
408,7,2018,2,18,18/02/2018,39.4,34.8,1021,8.3,12.4,21,29.9,45,33.1,0.55,999.9,0,472
409,7,2015,2,22,22/02/2015,36,34,1021.6,2.6,7.7,22,28,41,33.1,0.82,999.9,1,519
410,7,2018,2,4,04/02/2018,37.8,34.1,1026.4,9.1,13.4,22,28,46,30,0,999.9,0,540
411,4,2019,2,14,14/02/2019,35.5,19.5,1012.2,10,15.9,22,33,46.9,32,0.03,999.9,0,664
412,5,2018,2,2,02/02/2018,34.2,30.8,1011.1,6.4,11.9,22,28,44.1,23,0.07,999.9,0,617
413,4,2018,2,8,08/02/2018,34.6,28.2,1020.8,8.4,14.5,22,34,48.9,21.9,0.62,999.9,0,616
414,2,2017,2,7,07/02/2017,38.1,32.2,1017.1,8.4,9.2,22,29.9,46.9,25,0,999.9,0,626
415,6,2018,2,17,17/02/2018,35.9,24.8,1023.7,10,13.1,22,28.9,52,30,0.1,999.9,0,604
416,6,2014,2,22,22/02/2014,41.4,36.5,1015.1,7.1,11,22,28.9,51.8,33.8,0.44,999.9,1,587
417,7,2016,2,14,14/02/2016,5.8,-6.7,1024.1,8.5,16.3,22.9,36.9,27,-2,0,999.9,0,309
418,7,2018,2,25,25/02/2018,42.5,41.5,1021.5,6.4,12.3,22.9,31.1,48.9,39,0.21,999.9,1,448
419,3,2014,2,5,05/02/2014,32.3,29.1,1018.9,6.3,9.2,22.9,31.1,37.4,24.1,0.1,999.9,0,468
420,7,2017,2,26,26/02/2017,43,31.2,1008.4,7.3,14.3,22.9,29.9,57.9,37.9,0,999.9,1,462
421,6,2018,2,3,03/02/2018,19.8,8.6,1026.5,10,16.5,22.9,28,43,12.9,0.08,999.9,0,478
422,6,2019,2,9,09/02/2019,31.5,10.3,1024.7,10,16.4,22.9,33,45,25,0,999.9,0,540
423,4,2019,2,21,21/02/2019,36.8,32.9,1016.1,6.4,13.3,24.1,33,46,23,0.24,999.9,1,597
424,6,2016,2,13,13/02/2016,23.5,11.8,1011.5,7.4,12.2,24.1,29.9,27,12.9,0,999.9,0,480
425,5,2014,2,28,28/02/2014,20.3,0.3,1020.5,9.6,12.5,24.1,33,28,14,0,999.9,0,655
426,5,2015,2,20,20/02/2015,14.1,-0.8,1013.5,9.5,18.8,24.1,32.1,19,8.6,0.01,999.9,0,621
428,2,2019,2,19,19/02/2019,25.9,12.6,1028.5,10,15.1,24.1,29.9,37,19.9,0.11,999.9,0,527
429,5,2015,2,13,13/02/2015,21.8,11,1010.9,8.1,16.2,24.1,33,35.1,14,0.04,999.9,0,757
430,5,2016,2,12,12/02/2016,19.3,4.2,1019.2,10,14,24.1,35.9,36,15.1,0,999.9,0,628
431,5,2019,2,15,15/02/2019,39.8,36,1015,8.2,14.2,25.1,32.1,48.9,30,0,999.9,0,616
432,7,2015,2,1,01/02/2015,24.8,10.2,1018.4,10,16.8,25.1,32.1,32,17.1,0,999.9,0,361
433,6,2019,2,2,02/02/2019,23.5,10.5,1023.7,10,11.8,25.1,32.1,36,10.9,0,999.9,0,577
434,4,2020,2,6,06/02/2020,41.6,37.8,1010.3,5.3,12.9,25.1,29.9,48.9,35.1,0.24,999.9,1,544
435,4,2015,2,26,26/02/2015,28,19.6,1014.9,7.5,12,25.1,31.1,33.1,25,0,999.9,1,539
436,7,2013,2,10,10/02/2013,24.7,14.7,1024.4,8.9,16.4,25.1,36.9,34,21,0.06,999.9,0,400
437,5,2020,2,14,14/02/2020,33.8,24.6,1017.3,10,13.8,25.1,32.1,45,23,0.2,999.9,0,631
438,4,2014,2,13,13/02/2014,37,32,1022.3,6.3,13.4,25.1,36.9,48.9,18,0,999.9,1,447
439,4,2015,2,19,19/02/2015,27,19.7,1003.6,6.9,11,25.1,32.1,36,19.9,0,999.9,0,515
440,2,2019,2,26,26/02/2019,29.2,6.8,1019.3,10,20.2,26,42,42.1,26.1,0,999.9,0,670
442,5,2015,2,6,06/02/2015,16.8,5,1018.5,9.8,15.8,26,38.1,39.9,10.9,0.01,999.9,0,652
443,2,2014,2,18,18/02/2014,28.2,18.5,1023.6,9,12.7,26,32.1,42.1,9,0,999.9,0,518
444,2,2016,2,16,16/02/2016,44.5,41.7,1018.9,4.8,18.5,26,38.1,50,36,0.02,999.9,1,615
445,1,2015,2,2,02/02/2015,33.1,27.4,1014.4,5.7,12.8,27,36.9,46,19.9,0,999.9,1,680
446,5,2013,2,1,01/02/2013,33.1,15.5,1007,10,18.2,27,38.1,39.9,30,0.23,999.9,0,574
447,6,2014,2,15,15/02/2014,35.2,28.8,1006.5,7.3,11.8,27,35.9,39,28,0.02,999.9,0,516
448,3,2019,2,13,13/02/2019,41.1,37,1003.4,4.4,17.9,27,34,46.9,24.1,0.3,999.9,1,639
449,3,2013,2,20,20/02/2013,38.7,28.9,1004.5,8.5,16.9,27,35.9,46.9,30.9,0.65,999.9,0,510
450,2,2015,2,10,10/02/2015,36.4,32.9,1013.9,7.4,21.1,27,34,37.9,35.1,0.07,999.9,0,571
452,7,2019,2,24,24/02/2019,40.5,37.9,1018.9,5.7,14.1,28,34,46.9,30,0.01,999.9,1,401
453,1,2013,2,18,18/02/2013,24.6,7.6,1010.5,9.3,22,28,36.9,32,19,0,999.9,0,398
454,2,2017,2,14,14/02/2017,30.1,19.1,1009.9,10,15.1,28,40,33.1,26.6,0,999.9,0,688
455,4,2015,2,5,05/02/2015,34.1,28.9,1012.6,7.2,12.9,28.9,40,39.9,15.1,0,999.9,1,569
456,4,2016,2,25,25/02/2016,51,47.1,995.4,4.2,20.9,29.9,38.1,57.2,45,0.18,999.9,1,663
457,3,2013,2,27,27/02/2013,44.1,41,1014.7,5.9,18,29.9,40,46.9,39,0.24,999.9,1,550
458,1,2015,2,16,16/02/2015,10.7,-4.6,1010.9,8.6,22.7,29.9,42.9,32,1.9,0,999.9,0,402
459,3,2015,2,11,11/02/2015,32.6,23.3,1014,9.9,23.9,29.9,40,37,30.9,0.01,999.9,0,610
460,5,2016,2,26,26/02/2016,40.2,23.9,1001.8,9.5,20.8,29.9,36.9,57,35.1,0.04,999.9,0,476
462,1,2017,2,13,13/02/2017,35.9,30.3,996.6,6.5,19.7,31.1,42.9,44.6,28.9,0.13,999.9,1,642
463,1,2019,2,25,25/02/2019,38.7,25.2,999.2,8.4,24.3,31.1,42.9,46.9,33.1,0.63,999.9,0,700
464,6,2020,2,8,08/02/2020,34.2,19.7,1013.3,10,17.5,32.1,47,39,28.9,0.03,999.9,0,466
465,2,2015,2,3,03/02/2015,21,11.7,1016.9,9.3,17.6,33,42.9,46,14,0.86,999.9,0,740
466,7,2013,2,17,17/02/2013,30.9,25.6,998.1,4.2,23.6,34,49.9,39,23,0.01,999.9,1,447
468,7,2014,2,16,16/02/2014,29.8,22.4,1004.2,7.5,20.2,34,45.1,39,25,0.63,999.9,1,464
470,5,2013,2,8,08/02/2013,34.3,28.5,1026,7.3,16.3,36.9,51.1,37.9,26.1,0,999.9,0,703
471,1,2016,2,8,08/02/2016,36.4,31.4,1009,3.8,25.8,38.1,49.9,44.1,32,0.15,999.9,1,501
472,4,2017,2,9,09/02/2017,38.1,33.3,1000.6,7,17.8,40,53,51.1,24.1,0.01,999.9,1,507
473,7,2015,2,15,15/02/2015,25.7,21,996.7,4.6,19.6,41,55.9,34,8.1,0.04,999.9,1,454
476,7,2020,3,15,15/03/2020,42.6,26.1,1027.9,10,10.6,15,19,50,30.9,0,999.9,0,331
477,1,2020,3,16,16/03/2020,34,21.9,1035.1,10,8.4,15,19,46,27,0,999.9,0,378
478,1,2020,3,2,02/03/2020,36.3,24,1019.7,10,9.4,19,24.1,48,18,0,999.9,0,562
479,5,2020,3,20,20/03/2020,46.2,45,1016.7,3.3,9.8,19,22.9,52,42.1,0.6,999.9,1,304
480,2,2020,3,31,31/03/2020,39.4,32.1,1015,9.2,15.5,20,26,48.9,34,0.01,999.9,1,156
481,2,2020,3,3,03/03/2020,46.4,41.6,1009,8,11.6,20,28,50,44.1,0.02,999.9,1,550
482,1,2020,3,30,30/03/2020,44.7,42.2,1011.5,5.3,15.2,20,28,48.9,39.9,0.05,999.9,1,163
483,7,2020,3,8,08/03/2020,38.6,22.8,1026.4,10,13.4,20,27,46.9,28,0,999.9,0,408
484,5,2020,3,13,13/03/2020,46.4,43.3,1018.9,5.6,16.9,22,29.9,52,43,0,999.9,1,551
485,6,2020,3,21,21/03/2020,45.9,34.4,1019.7,8.5,14.6,22,26,54,34,0,999.9,0,236
486,3,2020,3,4,04/03/2020,46.7,39.6,1002.6,7.3,16.8,26,35.9,51.1,43,0.06,999.9,1,541
487,1,2020,3,23,23/03/2020,36,26.9,1034.5,9.4,13.4,26,32.1,44.1,26.1,0,999.9,1,224
488,5,2020,3,6,06/03/2020,40,32.5,1015,9.5,10.8,26,41,50,28.9,0,999.9,0,673
489,4,2020,3,19,19/03/2020,45,42.7,1027.8,5.3,13.4,27,38.1,50,36,0.14,999.9,1,335
490,2,2020,3,24,24/03/2020,43.3,39.7,1014.5,6.6,16,28,39,48,28.9,0.35,999.9,1,200
491,6,2020,3,7,07/03/2020,34.3,24.3,1013.4,6.5,27.8,41,52.1,48.9,28,0.01,999.9,1,515
511,2,2014,3,11,11/03/2014,41.3,34.1,1002.9,8.3,9,12,18.1,48.9,32,0,999.9,0,510
513,2,2017,3,28,28/03/2017,40.7,38.5,1015.5,5,8.7,12,17.1,48,37,0.01,999.9,1,592
515,5,2015,3,20,20/03/2015,30.3,13.2,1027.2,9,6.3,13,15.9,35.1,21.9,0,999.9,0,570
517,6,2017,3,18,18/03/2017,34.7,23.9,1024,10,7.5,13,19,43,21.9,0,999.9,0,504
518,6,2013,3,30,30/03/2013,44.5,35.1,1017.4,10,7,13,17.1,52,37.9,0.02,999.9,0,513
523,1,2015,3,30,30/03/2015,36.8,28.3,1014.8,9.8,11,14,20,44.1,27,0,999.9,0,556
524,5,2014,3,7,07/03/2014,29.4,20.9,1027.4,10,8.4,14,19,37.9,19,0,999.9,0,533
525,5,2013,3,29,29/03/2013,45.2,34.3,1016.4,10,8.9,14,20,54,39,0.02,999.9,0,520
526,7,2013,3,17,17/03/2013,34.8,21.5,1014.7,9.9,7.5,14,20,39.9,28,0,999.9,0,426
528,6,2013,3,2,02/03/2013,38.2,29.1,1004,10,9.4,14,15,42.1,36,0,999.9,0,474
532,6,2016,3,19,19/03/2016,40,21.4,1016,10,10,15,20,54,35.1,0,999.9,0,540
533,7,2014,3,2,02/03/2014,35.1,28.8,1018.5,9.1,6.8,15,21,39.9,30.9,0,999.9,0,344
534,2,2014,3,18,18/03/2014,27.7,14.7,1023.7,10,8.7,15,20,37,18,0,999.9,0,551
536,7,2014,3,23,23/03/2014,38.9,25.3,1013.9,10,9.5,15,21,43,33.1,0,999.9,0,427
539,3,2014,3,19,19/03/2014,35,23.6,1025.6,10,9.7,15,20,42.1,28.9,0,999.9,0,525
540,7,2013,3,24,24/03/2013,39.1,23.3,1008.5,10,10.4,15,22,45,34,0,999.9,0,451
541,7,2014,3,9,09/03/2014,35.2,21.7,1011.2,10,8.9,15,22,37.9,30,0,999.9,0,404
542,1,2019,3,18,18/03/2019,34.5,15.3,1023.1,10,10.8,15,21,41,27,0,999.9,0,575
543,4,2016,3,24,24/03/2016,45.1,38.1,1020.2,9.6,11.3,15.9,24.1,54,42.1,0,999.9,0,635
544,5,2017,3,3,03/03/2017,33.2,8.8,1018.3,10,11.8,15.9,25.1,51.1,28,0,999.9,0,745
546,2,2015,3,3,03/03/2015,27,10.3,1026.1,10,10.8,15.9,21,36,23,0.12,999.9,0,631
548,5,2017,3,31,31/03/2017,37.6,30.7,1020.9,9.2,6.2,15.9,21,45,30.9,0,999.9,0,753
549,7,2018,3,11,11/03/2018,36.3,24.8,1014.2,10,11.4,15.9,22,43,30.9,0,999.9,0,465
550,6,2014,3,8,08/03/2014,40.3,33.2,1009,8.9,11,15.9,21,48,35.6,0,999.9,1,515
552,1,2013,3,18,18/03/2013,32.1,15.5,1027.6,10,9,15.9,20,37,26.1,0,999.9,0,623
553,1,2017,3,13,13/03/2017,21.9,6.4,1028.8,10,10.9,15.9,25.1,27,15.1,0,999.9,0,792
554,6,2014,3,15,15/03/2014,41.3,34.3,1011.5,8.8,12,15.9,18.1,45,36,0,999.9,0,519
555,1,2017,3,6,06/03/2017,28.9,11.2,1031.6,10,9.9,15.9,17.1,36,12,0,999.9,0,618
556,1,2017,3,27,27/03/2017,42,38.3,1023.6,6.4,12.3,15.9,21,46.9,28,0.03,999.9,1,629
557,2,2019,3,19,19/03/2019,35.2,22.6,1027.5,10,8.2,15.9,21,43,25,0,999.9,0,566
558,3,2013,3,27,27/03/2013,41.7,30.3,1008.3,10,9.4,15.9,22.9,50,34,0.01,999.9,0,441
559,7,2016,3,13,13/03/2016,50.1,35.2,1015.2,10,11.8,15.9,22.9,57.9,30.9,0,999.9,0,435
561,4,2015,3,5,05/03/2015,32.7,30.2,1014.8,1.6,10,15.9,25.1,41,24.1,0.31,999.9,1,830
562,7,2014,3,16,16/03/2014,35.3,16.8,1016.5,10,10.7,17.1,24.1,41,33.1,0,999.9,0,412
563,2,2020,3,10,10/03/2020,46.3,41.4,1020.4,7.5,13.8,17.1,22.9,52,41,0,999.9,0,449
565,2,2016,3,1,01/03/2016,43.2,29,1016.6,9.3,12.1,17.1,22.9,54,39,0,999.9,0,662
566,7,2017,3,26,26/03/2017,37,30,1031.4,9.5,9.8,17.1,26,50,28,0,999.9,0,456
567,2,2013,3,12,12/03/2013,46,43.9,1018.9,7.5,13.1,17.1,26,50,41,0,999.9,0,547
568,5,2017,3,17,17/03/2017,33,13.4,1018.6,10,10.9,17.1,22,39,23,0,999.9,0,756
569,1,2013,3,4,04/03/2013,37,26.4,1002.1,10,11.5,17.1,25.1,43,32,0,999.9,0,597
570,5,2019,3,8,08/03/2019,27.2,10.7,1027.8,10,10.9,17.1,20,35.1,15.1,0,999.9,0,652
572,6,2014,3,29,29/03/2014,44.9,42.2,1021.6,4.5,10.2,17.1,22.9,51.1,41,0.02,999.9,0,569
574,6,2018,3,31,31/03/2018,43.6,33.1,1019.1,9.6,12.6,17.1,22.9,48.9,39,0.08,999.9,0,589
575,2,2019,3,12,12/03/2019,38.6,22.9,1016.8,10,11.8,17.1,22.9,46.9,30.9,0,999.9,0,586
576,7,2015,3,8,08/03/2015,33.8,28,1016.9,9.2,8,17.1,27,39,14,0,999.9,0,464
578,5,2017,3,24,24/03/2017,35.3,21.9,1030.6,9.9,9.6,17.1,22,43,19.9,0,999.9,0,654
579,3,2020,3,11,11/03/2020,47.2,39.3,1016.5,8.7,11.7,18.1,25.1,52,39,0,999.9,0,473
580,3,2019,3,27,27/03/2019,34.4,16.2,1030.9,10,10.7,18.1,25.1,43,28,0,999.9,0,562
582,3,2019,3,6,06/03/2019,25.4,6,1014.7,10,13.5,18.1,27,30,21.9,0,999.9,0,589
583,4,2015,3,26,26/03/2015,42.6,39.7,1016.9,4.2,12.8,18.1,27,46.9,27,0.02,999.9,1,525
584,4,2013,3,14,14/03/2013,37,25.3,1007.7,9.7,10.4,18.1,26,44.1,30,0.49,999.9,0,557
585,7,2018,3,18,18/03/2018,27.2,7.9,1009.5,10,12.2,18.1,26,39.9,21,0,999.9,0,526
586,7,2020,3,1,01/03/2020,28.7,11.6,1015.4,10,13,18.1,24.1,39,21.9,0,999.9,0,423
587,5,2016,3,11,11/03/2016,46.8,42.9,1013.9,7.6,10.1,18.1,22.9,62.1,39.9,0.15,999.9,1,672
588,3,2014,3,12,12/03/2014,43.4,37.1,1002.2,7.2,9.6,18.1,29.9,51.8,35.1,0,999.9,1,515
590,2,2020,3,17,17/03/2020,40,34.9,1028.6,7.1,13,18.1,24.1,52,30,0.05,999.9,1,374
591,6,2017,3,25,25/03/2017,42.9,36.8,1021.3,8.2,13.1,18.1,22.9,48,37.4,0,999.9,0,571
592,4,2017,3,30,30/03/2017,40,25.9,1020.7,10,12.8,18.1,24.1,46,34,0.15,999.9,0,639
593,1,2016,3,28,28/03/2016,45.1,41.4,1008.2,5.9,11.8,18.1,26,55,37,0.02,999.9,1,658
594,4,2020,3,5,05/03/2020,43.5,30.3,1014.4,10,12.3,18.1,24.1,51.1,39,0.03,999.9,0,528
595,2,2019,3,26,26/03/2019,36.9,20.9,1021.3,10,10.8,18.1,25.1,48,28.9,0,999.9,0,610
596,2,2017,3,7,07/03/2017,36.7,27.5,1030.1,9.2,10.7,18.1,25.1,45,24.1,0,999.9,0,637
597,7,2015,3,29,29/03/2015,34.9,23.9,1019.2,9.5,10.6,18.1,22.9,39.9,28.9,0.19,999.9,0,505
598,3,2016,3,23,23/03/2016,48.6,40.2,1015.8,8.5,13.5,18.1,25.1,53.1,43,0,999.9,0,621
600,3,2020,3,25,25/03/2020,41,34.3,1020.2,9.9,9.2,18.1,22.9,48,36,0.03,999.9,1,168
601,7,2020,3,22,22/03/2020,33.7,19.6,1035.3,10,11.5,18.1,24.1,37.9,27,0,999.9,0,139
602,7,2019,3,31,31/03/2019,49.2,46,1011.3,8.6,14.7,18.1,26,55.9,36,0,999.9,0,450
603,4,2016,3,3,03/03/2016,29.9,11.8,1019.2,10,12.2,19,28.9,36,25,0.14,999.9,0,625
604,7,2019,3,17,17/03/2019,36.3,17.7,1018.6,10,13.2,19,25.1,50,30.9,0,999.9,0,419
605,3,2015,3,11,11/03/2015,42.1,38.5,1012.8,5,12.3,19,25.1,48,28,0.55,999.9,1,565
606,1,2014,3,17,17/03/2014,28.5,12.1,1018.8,10,14.2,19,25.1,39,24.1,0,999.9,0,519
607,1,2019,3,11,11/03/2019,41.7,38.1,1014.1,6,11.1,19,25.1,46.9,32,0.46,999.9,1,645
608,7,2013,3,10,10/03/2013,39,31.7,1026.9,10,11.9,19,25.1,43,36,0,999.9,0,415
609,6,2013,3,16,16/03/2013,37.1,22,1008.1,10,10.2,19,25.1,41,34,0,999.9,0,521
610,5,2016,3,25,25/03/2016,50.8,48.5,1011,2.7,10.8,19,25.1,55.9,42.1,0,999.9,1,546
611,7,2016,3,20,20/03/2016,37.2,22.6,1019.8,10,11.3,19,22.9,43,32,0,999.9,0,479
612,5,2013,3,22,22/03/2013,34.3,27.6,1003.8,6.8,13.6,19,26,39,30,0.23,999.9,0,604
613,5,2019,3,15,15/03/2019,45.3,42.3,1017.4,7.3,15.3,19,25.1,51.1,33.1,0,999.9,1,673
614,5,2018,3,16,16/03/2018,36.1,21.4,1000.1,10,13.5,19,27,39.9,33.1,0,999.9,0,753
615,4,2019,3,7,07/03/2019,22.1,1.6,1022.9,10,12.5,19,24.1,28,15.1,0,999.9,0,556
616,5,2015,3,6,06/03/2015,22.7,12.6,1028.3,8.3,11.7,19,26,37,16,0.01,999.9,0,939
617,3,2013,3,13,13/03/2013,46.3,41.1,1007.6,7.1,13.1,19,26,50,41,0.54,999.9,0,636
619,2,2015,3,31,31/03/2015,39.4,31.2,1008,9.8,13.6,20,26,46,33.1,0,999.9,0,628
620,5,2016,3,18,18/03/2016,47,37,1006.7,9.9,12.3,20,29.9,54,39,0,999.9,0,644
621,3,2015,3,4,04/03/2015,36.1,33.8,1009.2,3.1,14.8,20,28,41,23,0.31,999.9,1,574
622,5,2014,3,14,14/03/2014,25.4,9,1018.4,10,15.1,20,28.9,35.1,19,0.03,999.9,0,585
623,1,2015,3,9,09/03/2015,35.6,26.1,1020.1,9.6,9.5,20,25.1,44.1,24.1,0,999.9,0,661
624,6,2015,3,28,28/03/2015,37.4,34.5,1005.4,7.8,12.7,20,28,39,33.8,0.24,999.9,0,459
625,3,2017,3,29,29/03/2017,41.9,37.1,1013.6,8.3,14.4,20,28,48,37,0.43,999.9,0,672
626,1,2013,3,25,25/03/2013,38.1,29.8,1003.3,10,9.7,20,28,46.9,32,0,999.9,0,498
627,1,2015,3,2,02/03/2015,33.4,27.2,1016.1,6.8,10.9,20,28,36,30.2,0.36,999.9,0,650
628,5,2014,3,28,28/03/2014,41.2,35.6,1023.4,8.9,13.7,20,27,48,34,0,999.9,0,530
629,5,2013,3,1,01/03/2013,39.3,34.2,1000.8,9.4,10.6,20,24.1,43,37,0.08,999.9,0,603
